State,year,commodity,units,Exports
Iowa,2011,Total exports,Million dollars,10819.956
Kansas,2011,Total exports,Million dollars,4611.211
Kentucky,2011,Total exports,Million dollars,2002.1054
Louisiana,2011,Total exports,Million dollars,1797.7569
Maine,2011,Total exports,Million dollars,288.7803
Maryland,2011,Total exports,Million dollars,635.1956
Massachusetts,2011,Total exports,Million dollars,243.7456
Michigan,2011,Total exports,Million dollars,3050.3223
Minnesota,2011,Total exports,Million dollars,7126.9961
Mississippi,2011,Total exports,Million dollars,2141.3791
Missouri,2011,Total exports,Million dollars,4107.9282
Montana,2011,Total exports,Million dollars,1723.2123
Nebraska,2011,Total exports,Million dollars,7293.1128
Nevada,2011,Total exports,Million dollars,146.7855
New Hampshire,2011,Total exports,Million dollars,75.2395
New Jersey,2011,Total exports,Million dollars,478.0176
New Mexico,2011,Total exports,Million dollars,793.0772
New York,2011,Total exports,Million dollars,1456.1827
North Carolina,2011,Total exports,Million dollars,4085.3545
North Dakota,2011,Total exports,Million dollars,4245.2141
Ohio,2011,Total exports,Million dollars,3663.2636
Oklahoma,2011,Total exports,Million dollars,1705.4759
Oregon,2011,Total exports,Million dollars,1838.713
Pennsylvania,2011,Total exports,Million dollars,1889.4192
Rhode Island,2011,Total exports,Million dollars,34.7448
South Carolina,2011,Total exports,Million dollars,996.6025
South Dakota,2011,Total exports,Million dollars,3760.0247
Tennessee,2011,Total exports,Million dollars,1556.9388
Texas,2011,Total exports,Million dollars,6873.4243
Utah,2011,Total exports,Million dollars,438.3797
Vermont,2011,Total exports,Million dollars,176.3309
Virginia,2011,Total exports,Million dollars,1117.7524
Washington,2011,Total exports,Million dollars,3676.798
West Virginia,2011,Total exports,Million dollars,140.5078
Wisconsin,2011,Total exports,Million dollars,2971.3538
Wyoming,2011,Total exports,Million dollars,337.0311
Alabama,2012,Total exports,Million dollars,1470.394
Alaska,2012,Total exports,Million dollars,13.8971
Arizona,2012,Total exports,Million dollars,1363.0006
Arkansas,2012,Total exports,Million dollars,4046.5155
California,2012,Total exports,Million dollars,19005.118
Colorado,2012,Total exports,Million dollars,1747.2154
Connecticut,2012,Total exports,Million dollars,269.4899
Delaware,2012,Total exports,Million dollars,314.3889
Florida,2012,Total exports,Million dollars,3738.1424
Georgia,2012,Total exports,Million dollars,3173.0751
Hawaii,2012,Total exports,Million dollars,406.7936
Idaho,2012,Total exports,Million dollars,2075.3403
Illinois,2012,Total exports,Million dollars,8810.1345
Indiana,2012,Total exports,Million dollars,5121.5577
Iowa,2012,Total exports,Million dollars,11609.5972
Kansas,2012,Total exports,Million dollars,4304.8532
Kentucky,2012,Total exports,Million dollars,1971.7973
Louisiana,2012,Total exports,Million dollars,1979.0793
Maine,2012,Total exports,Million dollars,295.6998
Maryland,2012,Total exports,Million dollars,738.8251
Massachusetts,2012,Total exports,Million dollars,231.9939
Michigan,2012,Total exports,Million dollars,3043.1625
Minnesota,2012,Total exports,Million dollars,7883.1524
Mississippi,2012,Total exports,Million dollars,2608.1368
Missouri,2012,Total exports,Million dollars,3930.5335
Montana,2012,Total exports,Million dollars,1265.6399
Nebraska,2012,Total exports,Million dollars,6820.5289
Nevada,2012,Total exports,Million dollars,141.6304
New Hampshire,2012,Total exports,Million dollars,76.8681
New Jersey,2012,Total exports,Million dollars,504.3301
New Mexico,2012,Total exports,Million dollars,742.0091
New York,2012,Total exports,Million dollars,1517.7708
North Carolina,2012,Total exports,Million dollars,4413.3703
North Dakota,2012,Total exports,Million dollars,4349.8127
Ohio,2012,Total exports,Million dollars,4426.9443
Oklahoma,2012,Total exports,Million dollars,1793.3074
Oregon,2012,Total exports,Million dollars,1851.4042
Pennsylvania,2012,Total exports,Million dollars,2131.4572
Rhode Island,2012,Total exports,Million dollars,32.2953
South Carolina,2012,Total exports,Million dollars,1039.5181
South Dakota,2012,Total exports,Million dollars,3777.0926
Tennessee,2012,Total exports,Million dollars,1538.4964
Texas,2012,Total exports,Million dollars,6061.9336
Utah,2012,Total exports,Million dollars,456.3636
Vermont,2012,Total exports,Million dollars,183.5051
Virginia,2012,Total exports,Million dollars,1247.4795
Washington,2012,Total exports,Million dollars,3720.952
West Virginia,2012,Total exports,Million dollars,163.7094
Wisconsin,2012,Total exports,Million dollars,3224.8757
Wyoming,2012,Total exports,Million dollars,351.1202
Alabama,2013,Total exports,Million dollars,1563.1214
Alaska,2013,Total exports,Million dollars,13.7626
Arizona,2013,Total exports,Million dollars,1403.0375
Arkansas,2013,Total exports,Million dollars,4052.8148
California,2013,Total exports,Million dollars,22708.5545
Colorado,2013,Total exports,Million dollars,1646.3556
Connecticut,2013,Total exports,Million dollars,280.3381
Delaware,2013,Total exports,Million dollars,309.2581
Florida,2013,Total exports,Million dollars,3630.8885
Georgia,2013,Total exports,Million dollars,3443.1109
Hawaii,2013,Total exports,Million dollars,346.5945
Idaho,2013,Total exports,Million dollars,2256.7032
Illinois,2013,Total exports,Million dollars,7374.6721
Indiana,2013,Total exports,Million dollars,4599.7689
Iowa,2013,Total exports,Million dollars,10394.1182
Kansas,2013,Total exports,Million dollars,4858.0698
Kentucky,2013,Total exports,Million dollars,2620.029
Louisiana,2013,Total exports,Million dollars,1889.5921
Maine,2013,Total exports,Million dollars,296.709
Maryland,2013,Total exports,Million dollars,755.8942
Massachusetts,2013,Total exports,Million dollars,193.5313
Michigan,2013,Total exports,Million dollars,3154.4958
Minnesota,2013,Total exports,Million dollars,7943.6135
Mississippi,2013,Total exports,Million dollars,2381.1188
Missouri,2013,Total exports,Million dollars,3969.2388
Montana,2013,Total exports,Million dollars,1603.324
Nebraska,2013,Total exports,Million dollars,6396.86
Nevada,2013,Total exports,Million dollars,148.365
New Hampshire,2013,Total exports,Million dollars,78.2114
New Jersey,2013,Total exports,Million dollars,304.8649
New Mexico,2013,Total exports,Million dollars,735.3297
New York,2013,Total exports,Million dollars,1628.478
North Carolina,2013,Total exports,Million dollars,4559.1659
North Dakota,2013,Total exports,Million dollars,4394.9798
Ohio,2013,Total exports,Million dollars,4477.2385
Oklahoma,2013,Total exports,Million dollars,1838.6228
Oregon,2013,Total exports,Million dollars,2008.0211
Pennsylvania,2013,Total exports,Million dollars,2186.0956
Rhode Island,2013,Total exports,Million dollars,33.5533
South Carolina,2013,Total exports,Million dollars,1021.4704
South Dakota,2013,Total exports,Million dollars,3716.6967
Tennessee,2013,Total exports,Million dollars,1754.7814
Texas,2013,Total exports,Million dollars,6100.4953
Utah,2013,Total exports,Million dollars,492.6605
Vermont,2013,Total exports,Million dollars,154.4492
Virginia,2013,Total exports,Million dollars,1272.4337
Washington,2013,Total exports,Million dollars,3968.0296
West Virginia,2013,Total exports,Million dollars,166.667
Wisconsin,2013,Total exports,Million dollars,3153.3098
Wyoming,2013,Total exports,Million dollars,358.231
Alabama,2014,Total exports,Million dollars,1498.8585
Alaska,2014,Total exports,Million dollars,14.9916
Arizona,2014,Total exports,Million dollars,1287.971
Arkansas,2014,Total exports,Million dollars,3753.1334
California,2014,Total exports,Million dollars,23334.6019
Colorado,2014,Total exports,Million dollars,1762.6548
Connecticut,2014,Total exports,Million dollars,284.3488
Delaware,2014,Total exports,Million dollars,322.1082
Florida,2014,Total exports,Million dollars,3468.9433
Georgia,2014,Total exports,Million dollars,2990.7834
Hawaii,2014,Total exports,Million dollars,389.8831
Idaho,2014,Total exports,Million dollars,2213.5761
Illinois,2014,Total exports,Million dollars,9416.4245
Indiana,2014,Total exports,Million dollars,5759.28
Iowa,2014,Total exports,Million dollars,11414.8793
Kansas,2014,Total exports,Million dollars,4640.2344
Kentucky,2014,Total exports,Million dollars,2682.3203
Louisiana,2014,Total exports,Million dollars,1942.3218
Maine,2014,Total exports,Million dollars,307.0515
Maryland,2014,Total exports,Million dollars,749.6588
Massachusetts,2014,Total exports,Million dollars,206.4085
Michigan,2014,Total exports,Million dollars,3174.0854
Minnesota,2014,Total exports,Million dollars,7391.9556
Mississippi,2014,Total exports,Million dollars,2425.5598
Missouri,2014,Total exports,Million dollars,4388.7368
Montana,2014,Total exports,Million dollars,1529.3047
Nebraska,2014,Total exports,Million dollars,7336.3336
Nevada,2014,Total exports,Million dollars,170.0092
New Hampshire,2014,Total exports,Million dollars,85.8732
New Jersey,2014,Total exports,Million dollars,520.5605
New Mexico,2014,Total exports,Million dollars,766.7832
New York,2014,Total exports,Million dollars,1687.5001
North Carolina,2014,Total exports,Million dollars,4375.8698
North Dakota,2014,Total exports,Million dollars,4379.2935
Ohio,2014,Total exports,Million dollars,4485.0091
Oklahoma,2014,Total exports,Million dollars,1650.064
Oregon,2014,Total exports,Million dollars,2019.8116
Pennsylvania,2014,Total exports,Million dollars,2317.8018
Rhode Island,2014,Total exports,Million dollars,35.7207
South Carolina,2014,Total exports,Million dollars,920.2171
South Dakota,2014,Total exports,Million dollars,4311.2993
Tennessee,2014,Total exports,Million dollars,1758.2184
Texas,2014,Total exports,Million dollars,6397.4336
Utah,2014,Total exports,Million dollars,530.0073
Vermont,2014,Total exports,Million dollars,223.5381
Virginia,2014,Total exports,Million dollars,1261.0002
Washington,2014,Total exports,Million dollars,3791.5451
West Virginia,2014,Total exports,Million dollars,173.0211
Wisconsin,2014,Total exports,Million dollars,3216.3229
Wyoming,2014,Total exports,Million dollars,358.1053
Alabama,2015,Total exports,Million dollars,1206.2075
Alaska,2015,Total exports,Million dollars,14.1734
Arizona,2015,Total exports,Million dollars,1266.7634
Arkansas,2015,Total exports,Million dollars,3130.5222
California,2015,Total exports,Million dollars,22690.5594
Colorado,2015,Total exports,Million dollars,1630.8976
Connecticut,2015,Total exports,Million dollars,299.1145
Delaware,2015,Total exports,Million dollars,257.1597
Florida,2015,Total exports,Million dollars,3413.9304
Georgia,2015,Total exports,Million dollars,2781.1554
Hawaii,2015,Total exports,Million dollars,362.6229
Idaho,2015,Total exports,Million dollars,1836.7159
Illinois,2015,Total exports,Million dollars,7960.3644
Indiana,2015,Total exports,Million dollars,4679.2844
Iowa,2015,Total exports,Million dollars,9902.6963
Kansas,2015,Total exports,Million dollars,4117.3269
Kentucky,2015,Total exports,Million dollars,2273.7674
Louisiana,2015,Total exports,Million dollars,1583.0414
Maine,2015,Total exports,Million dollars,249.5463
Maryland,2015,Total exports,Million dollars,661.2939
Massachusetts,2015,Total exports,Million dollars,208.8617
Michigan,2015,Total exports,Million dollars,2814.775
Minnesota,2015,Total exports,Million dollars,6284.0351
Mississippi,2015,Total exports,Million dollars,1861.4522
Missouri,2015,Total exports,Million dollars,3598.0765
Montana,2015,Total exports,Million dollars,1165.6865
Nebraska,2015,Total exports,Million dollars,6409.895
Nevada,2015,Total exports,Million dollars,133.7555
New Hampshire,2015,Total exports,Million dollars,82.9192
New Jersey,2015,Total exports,Million dollars,533.4792
New Mexico,2015,Total exports,Million dollars,745.7981
New York,2015,Total exports,Million dollars,1436.332
North Carolina,2015,Total exports,Million dollars,3747.2795
North Dakota,2015,Total exports,Million dollars,3705.2811
Ohio,2015,Total exports,Million dollars,3682.9142
Oklahoma,2015,Total exports,Million dollars,1499.5971
Oregon,2015,Total exports,Million dollars,1824.2395
Pennsylvania,2015,Total exports,Million dollars,2010.1644
Rhode Island,2015,Total exports,Million dollars,32.1469
South Carolina,2015,Total exports,Million dollars,805.0398
South Dakota,2015,Total exports,Million dollars,3656.6284
Tennessee,2015,Total exports,Million dollars,1548.5366
Texas,2015,Total exports,Million dollars,5704.0459
Utah,2015,Total exports,Million dollars,430.0262
Vermont,2015,Total exports,Million dollars,184.0896
Virginia,2015,Total exports,Million dollars,1086.8835
Washington,2015,Total exports,Million dollars,3459.6241
West Virginia,2015,Total exports,Million dollars,144.3299
Wisconsin,2015,Total exports,Million dollars,2855.4632
Wyoming,2015,Total exports,Million dollars,307.0272
Alabama,2016,Total exports,Million dollars,1211.2861
Alaska,2016,Total exports,Million dollars,14.5838
Arizona,2016,Total exports,Million dollars,1290.6514
Arkansas,2016,Total exports,Million dollars,2997.8591
California,2016,Total exports,Million dollars,21653.0755
Colorado,2016,Total exports,Million dollars,1577.9445
Connecticut,2016,Total exports,Million dollars,280.5661
Delaware,2016,Total exports,Million dollars,255.0792
Florida,2016,Total exports,Million dollars,3289.401
Georgia,2016,Total exports,Million dollars,2819.6889
Hawaii,2016,Total exports,Million dollars,343.327
Idaho,2016,Total exports,Million dollars,1896.5913
Illinois,2016,Total exports,Million dollars,8233.9052
Indiana,2016,Total exports,Million dollars,4524.0537
Iowa,2016,Total exports,Million dollars,10930.2693
Kansas,2016,Total exports,Million dollars,4672.7372
Kentucky,2016,Total exports,Million dollars,2217.675
Louisiana,2016,Total exports,Million dollars,1349.1028
Maine,2016,Total exports,Million dollars,244.742
Maryland,2016,Total exports,Million dollars,658.7521
Massachusetts,2016,Total exports,Million dollars,196.6727
Michigan,2016,Total exports,Million dollars,2823.3639
Minnesota,2016,Total exports,Million dollars,6980.4041
Mississippi,2016,Total exports,Million dollars,1813.5237
Missouri,2016,Total exports,Million dollars,3543.0136
Montana,2016,Total exports,Million dollars,1231.8798
Nebraska,2016,Total exports,Million dollars,6621.1527
Nevada,2016,Total exports,Million dollars,116.0386
New Hampshire,2016,Total exports,Million dollars,82.774
New Jersey,2016,Total exports,Million dollars,538.9042
New Mexico,2016,Total exports,Million dollars,738.6598
New York,2016,Total exports,Million dollars,1401.2911
North Carolina,2016,Total exports,Million dollars,3544.6575
North Dakota,2016,Total exports,Million dollars,4470.7223
Ohio,2016,Total exports,Million dollars,3629.83
Oklahoma,2016,Total exports,Million dollars,1553.4411
Oregon,2016,Total exports,Million dollars,1833.8337
